# tracer: nop
#
# entries-in-buffer/entries-written: 547/547   #P:48
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
           <...>-62518 [001] d...   839.214569: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.227564: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.240558: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.253552: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.253553: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.263599: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.263599: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.276541: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.289534: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.302526: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.315521: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.315522: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.325568: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.325569: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.338509: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.351503: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.364496: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.377491: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.377492: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.387538: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.387538: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.400478: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.413473: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.426464: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.439460: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.439461: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.449507: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.449507: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.462448: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.475443: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.488435: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.501430: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.501431: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.511477: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.511477: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.524418: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.537412: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.550404: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.563399: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.563401: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.573446: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.573447: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.586387: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.599382: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.612374: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.625369: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.625371: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.635416: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.635417: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.648357: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.661350: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.674348: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.687338: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.687340: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.697385: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.697386: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.710328: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.723321: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.736314: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.749309: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.749311: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.759356: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.759358: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
